Date3,DSG2yr
1981-09-30,15.650681818181818
1981-10-31,14.225795454545453
1981-11-30,11.395238095238096
1981-12-31,11.313913043478262
1982-01-31,12.856309523809525
1982-02-28,14.379
1982-03-31,13.314782608695653
1982-04-30,13.359204545454544
1982-05-31,12.699285714285715
1982-06-30,13.078636363636365
1982-07-31,11.925227272727273
1982-08-31,8.997272727272728
1982-09-30,8.2125
1982-10-31,7.955119047619048
1982-11-30,8.33159090909091
1982-12-31,8.201521739130435
1983-01-31,8.117142857142857
1983-02-28,8.384125000000001
1983-03-31,8.659565217391306
1983-04-30,8.534880952380954
1983-05-31,8.51534090909091
1983-06-30,9.139545454545454
1983-07-31,9.44154761904762
1983-08-31,9.73913043478261
1983-09-30,9.372272727272728
1983-10-31,8.993571428571428
1983-11-30,9.11284090909091
1983-12-31,9.354886363636364
1984-01-31,9.2675
1984-02-29,9.460357142857143
1984-03-31,9.889545454545454
1984-04-30,10.073214285714286
1984-05-31,10.215760869565218
1984-06-30,10.26047619047619
1984-07-31,10.523863636363636
1984-08-31,10.900434782608697
1984-09-30,10.812000000000001
1984-10-31,10.141739130434782
1984-11-30,8.923181818181819
1984-12-31,8.316428571428572
1985-01-31,8.021739130434783
1985-02-28,8.550374999999999
1985-03-31,8.83
1985-04-30,8.230454545454545
1985-05-31,7.720543478260869
1985-06-30,7.18
1985-07-31,7.307608695652173
1985-08-31,7.370454545454546
1985-09-30,7.3273809523809526
1985-10-31,7.403804347826087
1985-11-30,7.471904761904762
1985-12-31,7.32659090909091
1986-01-31,7.300652173913043
1986-02-28,7.287999999999999
1986-03-31,6.752857142857143
1986-04-30,6.235454545454545
1986-05-31,6.335568181818181
1986-06-30,6.396666666666666
1986-07-31,6.002608695652174
1986-08-31,5.685238095238096
1986-09-30,5.351136363636363
1986-10-31,5.320434782608696
1986-11-30,5.50525
1986-12-31,5.684565217391304
1987-01-31,5.580909090909091
1987-02-28,5.756625
1987-03-31,5.765909090909091
1987-04-30,5.811931818181818
1987-05-31,5.844642857142857
1987-06-30,5.854545454545455
1987-07-31,5.8775
1987-08-31,6.233333333333333
1987-09-30,6.622386363636363
1987-10-31,6.381477272727273
1987-11-30,5.890238095238095
1987-12-31,5.957934782608696
1988-01-31,6.007619047619047
1988-02-29,5.847380952380952
1988-03-31,5.869999999999999
1988-04-30,6.074880952380953
1988-05-31,6.463863636363637
1988-06-30,6.66409090909091
1988-07-31,6.939404761904761
1988-08-31,7.2995652173913035
1988-09-30,7.478863636363636
1988-10-31,7.594285714285713
1988-11-30,8.036818181818182
1988-12-31,8.351704545454545
1989-01-31,8.550568181818182
1989-02-28,8.833625
1989-03-31,9.15304347826087
1989-04-30,8.9625
1989-05-31,8.741521739130436
1989-06-30,8.434545454545455
1989-07-31,8.146666666666667
1989-08-31,8.17
1989-09-30,8.020595238095238
1989-10-31,7.89840909090909
1989-11-30,7.9372727272727275
1989-12-31,7.884047619047619
1990-01-31,7.892826086956521
1990-02-28,8.003499999999999
1990-03-31,8.17
1990-04-30,8.03940476190476
1990-05-31,8.007282608695652
1990-06-30,7.986666666666666
1990-07-31,7.877727272727273
1990-08-31,7.694347826086957
1990-09-30,7.599875
1990-10-31,7.398913043478261
1990-11-30,7.288181818181818
1990-12-31,6.937857142857142
1991-01-31,6.413260869565217
1991-02-28,6.116375
1991-03-31,6.08547619047619
1991-04-30,5.825454545454545
1991-05-31,5.631521739130435
1991-06-30,5.7509999999999994
1991-07-31,5.750652173913043
1991-08-31,5.497727272727273
1991-09-30,5.379761904761905
1991-10-31,5.143586956521739
1991-11-30,4.683571428571428
1991-12-31,4.172045454545454
1992-01-31,3.9068478260869566
1992-02-29,3.9485
1992-03-31,4.138636363636364
1992-04-30,3.834772727272727
1992-05-31,3.7239285714285715
1992-06-30,3.745
1992-07-31,3.2806521739130434
1992-08-31,3.1990476190476196
1992-09-30,2.968409090909091
1992-10-31,2.9329545454545456
1992-11-30,3.2080952380952383
1992-12-31,3.2894565217391305
1993-01-31,3.07547619047619
1993-02-28,2.992875
1993-03-31,3.0143478260869565
1993-04-30,2.931590909090909
1993-05-31,3.030357142857143
1993-06-30,3.144545454545455
1993-07-31,3.1102272727272724
1993-08-31,3.0904545454545453
1993-09-30,3.008522727272727
1993-10-31,3.0925
1993-11-30,3.18
1993-12-31,3.1278260869565218
1994-01-31,3.044166666666667
1994-02-28,3.3335
1994-03-31,3.5908695652173916
1994-04-30,3.7823809523809526
1994-05-31,4.269431818181818
1994-06-30,4.249090909090909
1994-07-31,4.453571428571429
1994-08-31,4.611739130434783
1994-09-30,4.7484090909090915
1994-10-31,5.099523809523809
1994-11-30,5.446590909090909
1994-12-31,5.762954545454545
1995-01-31,5.8981818181818175
1995-02-28,5.937749999999999
1995-03-31,5.910434782608696
1995-04-30,5.834125
1995-05-31,5.846413043478261
1995-06-30,5.63909090909091
1995-07-31,5.597142857142857
1995-08-31,5.565652173913043
1995-09-30,5.436190476190476
1995-10-31,5.445454545454545
1995-11-30,5.517272727272727
1995-12-31,5.282261904761905
1996-01-31,5.151521739130435
1996-02-29,4.96452380952381
1996-03-31,5.097619047619047
1996-04-30,5.087727272727273
1996-05-31,5.15445652173913
1996-06-30,5.2315
1996-07-31,5.297173913043478
1996-08-31,5.1890909090909085
1996-09-30,5.241071428571429
1996-10-31,5.124782608695653
1996-11-30,5.168571428571428
1996-12-31,5.0429545454545455
1997-01-31,5.1673913043478255
1997-02-28,5.14075
1997-03-31,5.288333333333334
1997-04-30,5.304545454545455
1997-05-31,5.195909090909091
1997-06-30,5.070952380952381
1997-07-31,5.19195652173913
1997-08-31,5.27952380952381
1997-09-30,5.090795454545455
1997-10-31,5.11195652173913
1997-11-30,5.2805
1997-12-31,5.307173913043478
1998-01-31,5.184659090909091
1998-02-28,5.22875
1998-03-31,5.161818181818182
1998-04-30,5.083636363636364
1998-05-31,5.14202380952381
1998-06-30,5.124090909090909
1998-07-31,5.093695652173913
1998-08-31,5.040952380952381
1998-09-30,4.747272727272727
1998-10-31,4.065568181818182
1998-11-30,4.531428571428571
1998-12-31,4.499891304347826
1999-01-31,4.446666666666667
1999-02-28,4.55525
1999-03-31,4.566521739130435
1999-04-30,4.409090909090909
1999-05-31,4.6363095238095235
1999-06-30,4.715454545454545
1999-07-31,4.686931818181818
1999-08-31,4.873636363636364
1999-09-30,4.824431818181818
1999-10-31,5.0129761904761905
1999-11-30,5.23
1999-12-31,5.361739130434782
2000-01-31,5.500119047619047
2000-02-29,5.730595238095238
2000-03-31,5.863913043478261
2000-04-30,5.820125
2000-05-31,5.988695652173914
2000-06-30,5.861818181818182
2000-07-31,6.13547619047619
2000-08-31,6.277391304347826
2000-09-30,6.17952380952381
2000-10-31,6.293295454545454
2000-11-30,6.356363636363636
2000-12-31,5.92595238095238
2001-01-31,5.314456521739131
2001-02-28,5.006749999999999
2001-03-31,4.535454545454545
2001-04-30,3.9697619047619046
2001-05-31,3.702934782608696
2001-06-30,3.5652380952380955
2001-07-31,3.5961363636363632
2001-08-31,3.4378260869565223
2001-09-30,2.759625
2001-10-31,2.198369565217391
2001-11-30,1.9055681818181818
2001-12-31,1.7207142857142856
2002-01-31,1.6869565217391302
2002-02-28,1.7567499999999998
2002-03-31,1.8233333333333333
2002-04-30,1.745
2002-05-31,1.7605434782608695
2002-06-30,1.732
2002-07-31,1.713913043478261
2002-08-31,1.6472727272727274
2002-09-30,1.658690476190476
2002-10-31,1.6119565217391305
2002-11-30,1.2516666666666667
2002-12-31,1.2097727272727272
2003-01-31,1.1903260869565215
2003-02-28,1.185375
2003-03-31,1.150952380952381
2003-04-30,1.1536363636363636
2003-05-31,1.0880681818181819
2003-06-30,0.9361904761904762
2003-07-31,0.918804347826087
2003-08-31,0.9690476190476189
2003-09-30,0.9563636363636363
2003-10-31,0.9411956521739131
2003-11-30,0.95175
2003-12-31,0.9132608695652173
2004-01-31,0.9018181818181819
2004-02-29,0.9446249999999999
2004-03-31,0.9534782608695652
2004-04-30,0.9569318181818182
2004-05-31,1.0446428571428572
2004-06-30,1.2898863636363638
2004-07-31,1.3563636363636364
2004-08-31,1.5031818181818182
2004-09-30,1.6803409090909092
2004-10-31,1.7908333333333335
2004-11-30,2.1102272727272724
2004-12-31,2.2220652173913042
2005-01-31,2.3716666666666666
2005-02-28,2.58325
2005-03-31,2.7978260869565217
2005-04-30,2.836666666666667
2005-05-31,2.9056818181818183
2005-06-30,3.036363636363636
2005-07-31,3.283690476190476
2005-08-31,3.5182608695652173
2005-09-30,3.4947727272727276
2005-10-31,3.7883333333333336
2005-11-30,3.97375
2005-12-31,3.971477272727273
2006-01-31,4.328522727272728
2006-02-28,4.54025
2006-03-31,4.627826086956522
2006-04-30,4.720750000000001
2006-05-31,4.8365217391304345
2006-06-30,4.917727272727273
2006-07-31,5.075
2006-08-31,5.090434782608695
2006-09-30,4.933571428571429
2006-10-31,5.043522727272727
2006-11-30,5.072045454545454
2006-12-31,4.973809523809524
2007-01-31,5.103152173913044
2007-02-28,5.16425
2007-03-31,5.079999999999999
2007-04-30,5.006666666666667
2007-05-31,4.868913043478261
2007-06-30,4.741904761904761
2007-07-31,4.960454545454545
2007-08-31,4.31695652173913
2007-09-30,4.01225
2007-10-31,4.004565217391304
2007-11-30,3.349659090909091
2007-12-31,3.078809523809524
2008-01-31,2.8264130434782606
2008-02-29,2.1782142857142857
2008-03-31,1.259642857142857
2008-04-30,1.3118181818181818
2008-05-31,1.7696590909090908
2008-06-30,1.8904761904761906
2008-07-31,1.6633695652173912
2008-08-31,1.752857142857143
2008-09-30,1.1727272727272728
2008-10-31,0.6698913043478261
2008-11-30,0.18775
2008-12-31,0.03326086956521739
2009-01-31,0.1278409090909091
2009-02-28,0.296125
2009-03-31,0.2159090909090909
2009-04-30,0.1590909090909091
2009-05-31,0.17714285714285716
2009-06-30,0.17863636363636365
2009-07-31,0.1832608695652174
2009-08-31,0.1719047619047619
2009-09-30,0.12409090909090909
2009-10-31,0.0740909090909091
2009-11-30,0.05238095238095238
2009-12-31,0.05500000000000001
2010-01-31,0.06166666666666666
2010-02-28,0.1085
2010-03-31,0.15043478260869564
2010-04-30,0.1622727272727273
2010-05-31,0.16
2010-06-30,0.12363636363636364
2010-07-31,0.15818181818181817
2010-08-31,0.155
2010-09-30,0.15136363636363637
2010-10-31,0.13416666666666666
2010-11-30,0.1431818181818182
2010-12-31,0.14119565217391306
2011-01-31,0.15226190476190476
2011-02-28,0.13125
2011-03-31,0.10043478260869565
2011-04-30,0.05869047619047619
2011-05-31,0.04170454545454545
2011-06-30,0.03727272727272728
2011-07-31,0.03666666666666667
2011-08-31,0.024347826086956525
2011-09-30,0.014090909090909091
2011-10-31,0.01892857142857143
2011-11-30,0.014090909090909091
2011-12-31,0.011704545454545455
2012-01-31,0.03363636363636364
2012-02-29,0.09154761904761906
2012-03-31,0.08409090909090909
2012-04-30,0.0838095238095238
2012-05-31,0.08956521739130435
2012-06-30,0.09142857142857143
2012-07-31,0.09659090909090909
2012-08-31,0.10260869565217391
2012-09-30,0.10487500000000001
2012-10-31,0.10554347826086957
2012-11-30,0.09431818181818183
2012-12-31,0.07023809523809524
2013-01-31,0.0741304347826087
2013-02-28,0.09975
2013-03-31,0.08630952380952381
2013-04-30,0.060000000000000005
2013-05-31,0.044239130434782614
2013-06-30,0.0505
2013-07-31,0.035869565217391305
2013-08-31,0.04363636363636363
2013-09-30,0.016309523809523812
2013-10-31,0.05065217391304348
2013-11-30,0.0680952380952381
2013-12-31,0.06681818181818183
2014-01-31,0.044456521739130436
2014-02-28,0.052125
2014-03-31,0.05238095238095238
2014-04-30,0.03102272727272727
2014-05-31,0.03272727272727272
2014-06-30,0.03571428571428571
2014-07-31,0.025978260869565218
2014-08-31,0.032857142857142856
2014-09-30,0.020454545454545454
2014-10-31,0.01684782608695652
2014-11-30,0.0215
2014-12-31,0.02826086956521739
2015-01-31,0.027727272727272725
2015-02-28,0.017875
2015-03-31,0.027727272727272725
2015-04-30,0.023181818181818182
2015-05-31,0.01666666666666667
2015-06-30,0.015000000000000001
2015-07-31,0.03141304347826087
2015-08-31,0.0719047619047619
2015-09-30,0.025454545454545455
2015-10-31,0.01636363636363636
2015-11-30,0.12952380952380954
2015-12-31,0.22771739130434782
2016-01-31,0.25333333333333335
2016-02-29,0.3138095238095238
2016-03-31,0.2972826086956522
2016-04-30,0.2280952380952381
2016-05-31,0.27931818181818185
2016-06-30,0.2727272727272727
2016-07-31,0.3
2016-08-31,0.2995652173913043
2016-09-30,0.29556818181818184
2016-10-31,0.33214285714285713
2016-11-30,0.4567045454545454
2016-12-31,0.5119318181818182
2017-01-31,0.5204545454545455
2017-02-28,0.5265000000000001
2017-03-31,0.7478260869565218
2017-04-30,0.8087500000000001
2017-05-31,0.9044565217391305
2017-06-30,0.9990909090909091
2017-07-31,1.085
2017-08-31,1.0321739130434784
2017-09-30,1.045595238095238
2017-10-31,1.0926136363636365
2017-11-30,1.2522727272727272
2017-12-31,1.345952380952381
2018-01-31,1.4327173913043478
2018-02-28,1.591
2018-03-31,1.7272727272727273
2018-04-30,1.788095238095238
2018-05-31,1.9005434782608694
2018-06-30,1.9352380952380952
2018-07-31,1.9936363636363637
2018-08-31,2.072608695652174
2018-09-30,2.16325
2018-10-31,2.291086956521739
2018-11-30,2.375681818181818
2018-12-31,2.413809523809524
2019-01-31,2.4243478260869566
2019-02-28,2.43825
2019-03-31,2.453809523809524
2019-04-30,2.4325
2019-05-31,2.401521739130435
2019-06-30,2.2195
2019-07-31,2.1482608695652172
2019-08-31,1.9904545454545455
2019-09-30,1.9367857142857143
2019-10-31,1.6783695652173913
2019-11-30,1.5740476190476191
2019-12-31,1.5659090909090911
2020-01-31,1.552391304347826
2020-02-29,1.5465
2020-03-31,0.29545454545454547
2020-04-30,0.14329545454545453
2020-05-31,0.12785714285714286
2020-06-30,0.15954545454545455
2020-07-31,0.1275
2020-08-31,0.10428571428571429
2020-09-30,0.10931818181818181
2020-10-31,0.10079545454545456
2020-11-30,0.09142857142857143
2020-12-31,0.08760869565217391
2021-01-31,0.08428571428571428
2021-02-28,0.042499999999999996
2021-03-31,0.03130434782608695
2021-04-30,0.02090909090909091
2021-05-31,0.017976190476190475
2021-06-30,0.03590909090909091
2021-07-31,0.052272727272727276
2021-08-31,0.05454545454545454
2021-09-30,0.042272727272727274
2021-10-31,0.05226190476190476
2021-11-30,0.051818181818181826
2021-12-31,0.05902173913043478
2022-01-31,0.14583333333333334
2022-02-28,0.31725
2022-03-31,0.44739130434782615
2022-04-30,0.765
2022-05-31,0.9995454545454546
2022-06-30,1.5451136363636364
2022-07-31,2.2770238095238096
2022-08-31,2.721739130434783
2022-09-30,3.2125
2022-10-31,3.860238095238095
2022-11-30,4.325454545454545
2022-12-31,4.361363636363636
2023-01-31,4.679659090909091
2023-02-28,4.79125
2023-03-31,4.858695652173913
2023-04-30,5.0735
2023-05-31,5.316413043478261
2023-06-30,5.413977272727273
2023-07-31,5.486190476190477
2023-08-31,5.559130434782609
2023-09-30,5.555
2023-10-31,5.605227272727273
2023-11-30,5.5236363636363635
2023-12-31,5.442261904761905
2024-01-31,5.453260869565217
2024-02-29,5.440476190476191
2024-03-31,5.467857142857143
2024-04-30,5.443636363636364
2024-05-31,5.455217391304347
2024-06-30,5.506
2024-07-31,5.433260869565218
2024-08-31,5.295454545454546
2024-09-30,4.9350000000000005
2024-10-31,4.718695652173913
2024-11-30,4.619047619047619
2024-12-31,4.407857142857143
